epoch,step,train_loss,val_ap,val_auc,val_loss
31,767,,0.4460563659667969,0.6513955593109131,0.9504690170288086
31,767,0.9210679531097412,,,
32,791,,0.44246673583984375,0.6502233147621155,0.952560305595398
32,791,0.915946900844574,,,
33,815,,0.44764068722724915,0.652826726436615,0.948294460773468
33,815,0.9157701134681702,,,
34,839,,0.4499718248844147,0.6516938209533691,0.9511221647262573
34,839,0.9174880981445312,,,
35,863,,0.4439532160758972,0.6508221626281738,0.9506732821464539
35,863,0.9166406393051147,,,
36,887,,0.44826963543891907,0.6540937423706055,0.9473052024841309
36,887,0.9146929979324341,,,
37,911,,0.449238121509552,0.6526278853416443,0.9511081576347351
37,911,0.9108710885047913,,,
38,935,,0.45001915097236633,0.65213543176651,0.9496641755104065
38,935,0.9140616059303284,,,
39,959,,0.4544157385826111,0.6539735198020935,0.9504923224449158
39,959,0.9148665070533752,,,
40,983,,0.4519823491573334,0.6522209644317627,0.951065182685852
40,983,0.9106784462928772,,,
41,1007,,0.4545474648475647,0.6547179818153381,0.9483017921447754
41,1007,0.9107698202133179,,,
42,1031,,0.4572301208972931,0.6558393239974976,0.9464309811592102
42,1031,0.9127666354179382,,,
43,1055,,0.4569456875324249,0.6534093618392944,0.9483370184898376
43,1055,0.9115968942642212,,,
44,1079,,0.45728856325149536,0.653124988079071,0.9495864510536194
44,1079,0.9109237194061279,,,
45,1103,,0.4548918902873993,0.6526232361793518,0.9467844367027283
45,1103,0.9149610996246338,,,
46,1127,,0.447569340467453,0.6507181525230408,0.9518360495567322
46,1127,0.9085562229156494,,,
47,1151,,0.45372456312179565,0.6533769965171814,0.9486169815063477
47,1151,0.9110060930252075,,,
48,1175,,0.4537091553211212,0.6542578935623169,0.9492442607879639
48,1175,0.909999668598175,,,
49,1199,,0.45738473534584045,0.6549584269523621,0.9469324350357056
49,1199,0.9127656817436218,,,
50,1223,,0.4573867619037628,0.6558554768562317,0.9478963613510132
50,1223,0.909170925617218,,,
51,1247,,0.45854681730270386,0.6551086902618408,0.9470990300178528
51,1247,0.9046232104301453,,,
52,1271,,0.4583848714828491,0.6546809673309326,0.948994517326355
52,1271,0.903863787651062,,,
53,1295,,0.4593782424926758,0.6552497744560242,0.9488685727119446
53,1295,0.9048071503639221,,,
54,1319,,0.45820826292037964,0.6548728942871094,0.9468849897384644
54,1319,0.9065976142883301,,,
55,1343,,0.4572751224040985,0.6545353531837463,0.948627769947052
55,1343,0.902133047580719,,,
56,1367,,0.4607260525226593,0.6559618711471558,0.9476421475410461
56,1367,0.9034534692764282,,,
57,1391,,0.4598800539970398,0.6560103893280029,0.9459198117256165
57,1391,0.9037863612174988,,,
58,1415,,0.459674209356308,0.6557098627090454,0.9468099474906921
58,1415,0.9028313755989075,,,
59,1439,,0.45792901515960693,0.6562855243682861,0.946950376033783
59,1439,0.9071578979492188,,,
