LULC,NDVI,Elevation,Slope,Curvature,Aspect,TWI,Drainage_Density,Precipitation,Distance_to_Road,Distance_to_River,SPI
1.0,-0.29049927,4.0,1.366743565,2.0,312.7253723,3.735187269,0.00017977,3201.1966549999997,4025.757568,391.0161438,-3.735187269
1.0,-0.231432036,2.0,1.366713881,11.0,132.7265167,3.735208987,0.000191533,3201.1966549999997,3363.647949,391.0161438,-3.735208987
1.0,-0.253399134,6.0,0.0,0.0,0.0,11.51292546,0.000412059,3201.1966549999997,1955.080688,552.9803467,-11.51292546
1.0,-0.265150577,3.0,2.780288458,0.0,180.0,3.024681056,0.00019,3201.1966549999997,3851.0625,552.9803467,-3.024681056
5.0,0.245628923,6.0,3.14277029,-10.0,252.8530884,2.901936578,0.000478586,3151.866943,0.0,1173.048462,-2.901936578
5.0,0.389077008,2.0,1.364539742,-4.0,227.1890717,8.532591513,0.000867781,3041.985352,0.0,0.0,1.058573325
2.0,0.693839967,4.0,0.927409947,1.0,0.0,4.122881649,0.001132302,3397.179443,0.0,0.0,-4.122881649
2.0,0.757061303,5.0,3.143759489,-1.0,252.8586578,7.970525501,0.000391909,3145.060303,0.0,0.0,2.167101995
5.0,0.481842875,3.0,1.366128445,-5.0,312.7492065,5.527396884,0.000390558,3182.272461,552.9803467,0.0,-1.944227296
1.0,-0.124120735,6.0,2.10841918,6.0,208.4298859,6.13477873,0.000534384,3457.551514,0.0,0.0,-0.468607652
2.0,0.792134464,0.0,2.107587576,6.0,331.6119385,3.301960134,0.0,3076.277344,5083.209961,4708.458008,-3.301960134
1.0,0.003569908,5.0,0.927409947,0.0,180.0,4.122881649,0.000284606,3302.438477,0.0,391.0161438,-4.122881649
5.0,0.537343979,4.0,0.927409947,3.0,0.0,4.122881649,0.000638869,3144.613037,391.0161438,391.0161438,-4.122881649
5.0,0.202478945,6.0,1.001388788,-15.0,270.0,5.655603283,0.000345623,3041.459717,391.0161438,0.0,-2.437184985
1.0,-0.084482759,0.0,0.0,0.0,0.0,3.99431871,3.05e-05,3039.354736,2977.890137,2977.890137,-2.782094122
7.0,0.633161783,5.0,2.10844326,7.0,208.4310913,3.301553958,0.000753399,3405.922607,0.0,391.0161438,-3.301553958
1.0,-0.205053061,3.0,3.42703867,2.0,215.8112335,3.508317112,0.000335256,3246.594238,391.0161438,391.0161438,-2.122106235
1.0,-0.105337813,0.0,0.0,0.0,0.0,12.61153775,0.000459997,3334.414795,0.0,391.0161438,-11.51292546
1.0,-0.05426272,6.0,1.36669457,7.0,132.7272644,3.735223116,0.000485299,3439.47998,782.0322876,782.0322876,-3.735223116
1.0,-0.256934226,4.0,1.366106391,7.0,312.750061,4.428800738,0.000242529,3182.272461,782.0322876,782.0322876,-3.042715976
1.0,-0.050080776,0.0,0.0,0.0,0.0,3.99431871,0.000455449,3509.881348,1236.501587,391.0161438,-2.782094122
5.0,0.233207062,5.0,1.36503756,-4.0,312.7915649,4.429583404,0.000379145,3108.013184,391.0161438,0.0,-3.043498807
2.0,0.76155889,6.0,3.529079437,-9.0,121.665741,4.395199958,0.00069606,3128.544922,0.0,391.0161438,-1.176453839
7.0,0.307217151,10.0,4.416234016,1.0,245.2156067,2.560827111,0.000614223,3485.223633,0.0,391.0161438,-2.560827111
2.0,0.723786592,11.0,3.141082525,-5.0,72.84356689,3.595621915,0.000376142,3037.477295,874.3386841,874.3386841,-2.209418654
7.0,0.671901822,7.0,2.004819155,-2.0,90.0,3.35197924,0.000663378,3140.975586,0.0,391.0161438,-3.35197924
5.0,0.638335168,5.0,2.729225874,2.0,47.22203064,8.053877767,0.000353164,3145.710449,0.0,0.0,1.967184467
11.0,0.349640399,0.0,3.704791784,11.0,180.0,4.346488358,0.000134133,3097.733398,2346.096924,874.3386841,-1.127736072
2.0,0.676854193,5.0,1.001098394,-3.0,90.0,4.046455297,0.000587502,3041.141357,874.3386841,1236.501587,-4.046455297
1.0,-0.181110516,5.0,4.870096684,-21.0,124.747551,3.155730641,0.000445809,3126.856689,552.9803467,782.0322876,-1.769494957
5.0,0.367693514,4.0,1.364709258,2.0,47.19566727,6.569890095,0.000828474,3037.775391,391.0161438,391.0161438,-0.903858387
2.0,0.578995764,5.0,1.364985108,2.0,132.7936096,3.736474648,0.000544441,3084.383057,0.0,874.3386841,-3.736474648
1.0,-0.12592195,8.0,2.730106354,1.0,132.760849,3.042919492,0.000233388,3135.274414,874.3386841,552.9803467,-3.042919492
1.0,-0.039186135,5.0,3.837283611,6.0,15.12159729,5.266765815,0.000502927,3126.239014,391.0161438,782.0322876,-0.137004711
7.0,0.619921088,4.0,1.854334116,1.0,180.0,3.43004324,0.001063885,3377.342041,0.0,782.0322876,-3.43004324
5.0,0.444530249,5.0,2.208247185,-4.0,65.17776489,3.25527328,0.000407572,3116.331055,0.0,0.0,-3.25527328
5.0,0.348298728,4.0,1.854334116,0.0,0.0,3.43004324,0.000913769,3038.261963,391.0161438,0.0,-3.43004324
7.0,0.721170783,3.0,1.365432739,5.0,227.2237854,3.736146777,0.000751986,3140.912354,391.0161438,0.0,-3.736146777
1.0,-0.199400917,4.0,2.210690975,9.0,114.7929077,3.254166416,0.000357991,3238.813477,391.0161438,1564.064575,-3.254166416
