epoch,step,train_loss,val_ap,val_auc,val_loss
0,47,,0.3817675709724426,0.6332459449768066,0.9609359502792358
0,47,0.9938041567802429,,,
1,95,,0.41807931661605835,0.6431276798248291,0.9551552534103394
1,95,0.9490102529525757,,,
2,143,,0.42197293043136597,0.6459830403327942,0.9518452882766724
2,143,0.9437713623046875,,,
3,191,,0.41918087005615234,0.646746039390564,0.9551195502281189
3,191,0.9372174739837646,,,
4,239,,0.4253310263156891,0.6471806764602661,0.9515788555145264
4,239,0.9323000907897949,,,
5,287,,0.4242534339427948,0.6481101512908936,0.9528601765632629
5,287,0.9330822825431824,,,
6,335,,0.4235000014305115,0.6473679542541504,0.9547625184059143
6,335,0.9274483919143677,,,
7,383,,0.4237891733646393,0.6470581293106079,0.9552683234214783
7,383,0.9264878630638123,,,
8,431,,0.41956251859664917,0.6459136605262756,0.9561656713485718
8,431,0.9254125356674194,,,
9,479,,0.4175575375556946,0.6444293260574341,0.9615644216537476
9,479,0.9244924187660217,,,
10,527,,0.4205472767353058,0.6469587087631226,0.9587512016296387
10,527,0.919638454914093,,,
11,575,,0.4234957993030548,0.6468454599380493,0.9589816331863403
11,575,0.9209868907928467,,,
12,623,,0.4269363284111023,0.6475852727890015,0.9550105333328247
12,623,0.9211263656616211,,,
13,671,,0.4269840121269226,0.6481772065162659,0.9591776728630066
13,671,0.9185904264450073,,,
14,719,,0.42675796151161194,0.649111270904541,0.9571990966796875
14,719,0.9219450950622559,,,
15,767,,0.42726603150367737,0.6447969675064087,0.9600743055343628
15,767,0.9202237725257874,,,
16,815,,0.4292316734790802,0.6441056728363037,0.961539626121521
16,815,0.9191696643829346,,,
17,863,,0.4283278286457062,0.6482812166213989,0.9584831595420837
17,863,0.9185932874679565,,,
18,911,,0.4317512512207031,0.6459645628929138,0.9582087397575378
18,911,0.9174413681030273,,,
19,959,,0.4359298348426819,0.646544873714447,0.9605336785316467
19,959,0.9172506332397461,,,
20,1007,,0.43401339650154114,0.646094024181366,0.9604191184043884
20,1007,0.918280303478241,,,
21,1055,,0.43656760454177856,0.648160994052887,0.9603226184844971
21,1055,0.9141371250152588,,,
22,1103,,0.43579527735710144,0.6483343839645386,0.9614197015762329
22,1103,0.9138800501823425,,,
23,1151,,0.4367079734802246,0.6478835344314575,0.9591954946517944
23,1151,0.9139594435691833,,,
24,1199,,0.43936097621917725,0.6489031910896301,0.9573670029640198
24,1199,0.9163556098937988,,,
25,1247,,0.4398075342178345,0.6492407321929932,0.9560799598693848
25,1247,0.9114267826080322,,,
26,1295,,0.43898651003837585,0.6486742496490479,0.9613043665885925
26,1295,0.9072714447975159,,,
27,1343,,0.43604546785354614,0.6453009843826294,0.96089768409729
27,1343,0.9119471311569214,,,
28,1391,,0.43602365255355835,0.6480361223220825,0.9590502381324768
28,1391,0.9088757634162903,,,
29,1439,,0.4387890696525574,0.6476130485534668,0.960892379283905
29,1439,0.912865400314331,,,
30,1487,,0.43705031275749207,0.6463691592216492,0.9635964632034302
30,1487,0.9083011150360107,,,
31,1535,,0.43399345874786377,0.646778404712677,0.9628956317901611
31,1535,0.9065842032432556,,,
32,1583,,0.4340498149394989,0.644325315952301,0.9652274250984192
32,1583,0.9118887782096863,,,
33,1631,,0.43591007590293884,0.6459922790527344,0.9654495716094971
33,1631,0.906481146812439,,,
34,1679,,0.43524691462516785,0.6456408500671387,0.9585900902748108
34,1679,0.9125310182571411,,,
35,1727,,0.434163361787796,0.6449680328369141,0.958460807800293
35,1727,0.912521243095398,,,
36,1775,,0.4317634105682373,0.6427415609359741,0.9601624608039856
36,1775,0.9099107980728149,,,
37,1823,,0.43744149804115295,0.6481147408485413,0.9566375613212585
37,1823,0.9083547592163086,,,
38,1871,,0.4352632761001587,0.6464962959289551,0.9611673951148987
38,1871,0.9055874943733215,,,
39,1919,,0.4309133291244507,0.6457287073135376,0.9631820917129517
39,1919,0.9091223478317261,,,
40,1967,,0.430170476436615,0.6460477709770203,0.9643794298171997
40,1967,0.9072072505950928,,,
41,2015,,0.44066473841667175,0.6500383615493774,0.9594308137893677
41,2015,0.9105677008628845,,,
42,2063,,0.4338451623916626,0.6462281346321106,0.9653739929199219
42,2063,0.9015807509422302,,,
43,2111,,0.4352620840072632,0.6475136280059814,0.9641294479370117
43,2111,0.9070127010345459,,,
44,2159,,0.43648552894592285,0.6463783979415894,0.9650440216064453
44,2159,0.9077947735786438,,,
45,2207,,0.4409240782260895,0.6496245265007019,0.9615076184272766
45,2207,0.9082494378089905,,,
46,2255,,0.43741950392723083,0.6501655578613281,0.9604790210723877
46,2255,0.9092686176300049,,,
47,2303,,0.43882623314857483,0.6493771076202393,0.9595052599906921
47,2303,0.9088376760482788,,,
48,2351,,0.43577873706817627,0.6488754153251648,0.9614624977111816
48,2351,0.9040578603744507,,,
49,2399,,0.4356076717376709,0.6474997401237488,0.962805986404419
49,2399,0.9060165882110596,,,
50,2447,,0.4337865114212036,0.646476686000824,0.9617656469345093
50,2447,0.9084053039550781,,,
51,2495,,0.4388154149055481,0.6489679217338562,0.9630740284919739
