epoch,step,train_loss,val_ap,val_auc,val_loss
51,2495,0.9058822989463806,,,
52,2543,,0.42887505888938904,0.6440085172653198,0.9630526900291443
52,2543,0.9053691625595093,,,
53,2591,,0.43657633662223816,0.6483043432235718,0.962744414806366
53,2591,0.906446099281311,,,
54,2639,,0.43385571241378784,0.6476269364356995,0.9639354348182678
54,2639,0.905979335308075,,,
55,2687,,0.4326799511909485,0.6458119750022888,0.9649681448936462
55,2687,0.9072505831718445,,,
56,2735,,0.431313157081604,0.6454766988754272,0.9644312262535095
56,2735,0.9042398929595947,,,
57,2783,,0.4335271120071411,0.6464616060256958,0.9667757153511047
57,2783,0.9061055779457092,,,
58,2831,,0.4363473057746887,0.6478604078292847,0.9636420011520386
58,2831,0.9064982533454895,,,
59,2879,,0.43767696619033813,0.6475991606712341,0.9647307991981506
59,2879,0.900712251663208,,,
60,2927,,0.43727532029151917,0.6487551927566528,0.9623807668685913
60,2927,0.9037107229232788,,,
61,2975,,0.44004061818122864,0.6479899287223816,0.9619903564453125
61,2975,0.9057522416114807,,,
62,3023,,0.43570828437805176,0.6467714309692383,0.9652900695800781
62,3023,0.9049915671348572,,,
63,3071,,0.4371417760848999,0.6476384401321411,0.9662516117095947
63,3071,0.9045953750610352,,,
64,3119,,0.4373266100883484,0.6476685404777527,0.9630059599876404
64,3119,0.8998453617095947,,,
65,3167,,0.4358823001384735,0.6470096111297607,0.9687623381614685
65,3167,0.8992225527763367,,,
66,3215,,0.4346678853034973,0.6464962959289551,0.9629457592964172
66,3215,0.9036518931388855,,,
67,3263,,0.4371546804904938,0.6476430892944336,0.962350070476532
67,3263,0.9008192420005798,,,
68,3311,,0.4392118453979492,0.6491644382476807,0.963896632194519
68,3311,0.9036305546760559,,,
69,3359,,0.43601009249687195,0.6464501023292542,0.9667359590530396
69,3359,0.903804361820221,,,
70,3407,,0.43281108140945435,0.6463391184806824,0.9696650505065918
70,3407,0.9018073678016663,,,
71,3455,,0.4379113018512726,0.6479529142379761,0.9614465832710266
71,3455,0.9073894023895264,,,
