feature,missing_count,missing_pct
SPI,311,2.0749933279957298
TWI,311,2.0749933279957298
Precipitation,279,1.8614891913530824
Drainage_Density,163,1.0875366960234853
Distance_to_River,154,1.0274886575927409
Distance_to_Road,154,1.0274886575927409
NDVI,9,0.06004803843074459
LULC,7,0.046704029890579125
Aspect,0,0.0
Class,0,0.0
Curvature,0,0.0
Elevation,0,0.0
POINT_X,0,0.0
POINT_Y,0,0.0
Slope,0,0.0
