feature,mean_abs_shap
LULC,0.06170810180546646
Elevation,0.039735783753788126
Drainage_Density,0.03818289922754669
TWI,0.022611642136544454
NDVI,0.021967835432786964
Distance_to_Road,0.011299361218974745
Distance_to_River,0.011275930636337155
Curvature,0.010703842239320326
Precipitation,0.010580277161648605
Aspect,0.008659168183779068
SPI,0.006653886102364624
Slope,0.005860380983650202
