LULC=1,LULC=2,LULC=4,LULC=5,LULC=7,LULC=8,LULC=11,LULC_missing,NDVI_missing,Elevation_missing,Slope_missing,Curvature_missing,Aspect_missing,TWI_missing,Drainage_Density_missing,Precipitation_missing,Distance_to_Road_missing,Distance_to_River_missing,SPI_missing,NDVI,Elevation,Slope,Curvature,TWI,Drainage_Density,Precipitation,Distance_to_Road,Distance_to_River,SPI,Aspect_sin,Aspect_cos
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.28137457,1.0,4.4159203,6.0,2.5608985,0.000151317,3201.1965,4724.666,874.3387,-2.5608985,0.90787786,-0.41923478
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.26754546,3.0,3.4276083,-2.0,3.5081506,9.42e-05,3201.1965,5246.032,1173.0485,-2.1219397,-0.5853039,0.81081396
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.24198309,3.0,2.7802885,3.0,3.7178283,0.000401732,3201.1965,1564.0646,0.0,-2.331637,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.24107844,5.0,3.0098512,-8.0,5.989748,0.000266235,3201.1965,3128.1292,552.98035,0.09911563,-1.0,-1.8369701e-16
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.24178313,4.0,5.3371224,6.0,2.3705351,0.000271377,3201.1965,2737.113,391.01614,-2.3705351,0.93802917,0.34655628
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.20237385,11.0,5.6365376,0.0,2.3156223,0.000355845,3201.1965,391.01614,552.98035,-2.3156223,0.17755096,-0.9841116
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15879828,5.0,2.0081146,0.0,9.483734,0.000386012,3298.9182,391.01614,391.01614,2.7827775,1.0,6.123234e-17
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2416288,3.0,2.1083894,-2.0,3.3015795,0.000199566,3201.1965,2977.8901,391.01614,-3.3015795,0.4760601,0.8794128
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.20386927,14.0,2.1083221,-21.0,3.3016114,0.00033164,3201.1965,552.98035,874.3387,-3.3016114,-0.47600827,0.8794408
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.27504504,4.0,2.0076861,3.0,4.959987,0.000189448,3201.1965,4082.3284,552.98035,-1.7413397,1.0,6.123234e-17
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.21890096,7.0,5.007162,-6.0,2.4346933,0.000316171,3201.1965,391.01614,552.98035,-2.4346933,1.0,6.123234e-17
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.23936215,7.0,4.1152396,-8.0,3.7302816,0.000360738,3201.1965,2378.4583,552.98035,-1.5331496,0.97436064,0.22499192
