epoch,step,train_loss,val_ap,val_auc,val_loss
32,1583,,0.4383285641670227,0.6512129306793213,0.9483008980751038
32,1583,0.9248823523521423,,,
33,1631,,0.4390145242214203,0.649834930896759,0.9536526799201965
33,1631,0.9257957935333252,,,
34,1679,,0.44093483686447144,0.6501030921936035,0.9574044346809387
34,1679,0.9191941022872925,,,
35,1727,,0.440678209066391,0.6499736309051514,0.9506980180740356
35,1727,0.9227199554443359,,,
36,1775,,0.4413987994194031,0.6514822840690613,0.949434220790863
36,1775,0.9191930294036865,,,
37,1823,,0.44209182262420654,0.6513192653656006,0.9520382881164551
37,1823,0.9192124009132385,,,
38,1871,,0.44530045986175537,0.6526510119438171,0.9529048800468445
38,1871,0.9222366809844971,,,
39,1919,,0.44275498390197754,0.6505423784255981,0.9543720483779907
39,1919,0.9164178371429443,,,
40,1967,,0.4460303783416748,0.6529030203819275,0.9473519921302795
40,1967,0.917026162147522,,,
41,2015,,0.4431838393211365,0.6524752974510193,0.9483882784843445
41,2015,0.9209756255149841,,,
42,2063,,0.44362011551856995,0.6525030136108398,0.9506446719169617
42,2063,0.9171898365020752,,,
43,2111,,0.44378507137298584,0.651837170124054,0.953024685382843
43,2111,0.9169061183929443,,,
44,2159,,0.44578248262405396,0.6520915031433105,0.9487006068229675
44,2159,0.9193106889724731,,,
45,2207,,0.44374147057533264,0.6528741121292114,0.9492945075035095
45,2207,0.9204578399658203,,,
46,2255,,0.44358310103416443,0.6514672040939331,0.9529522061347961
46,2255,0.9194551110267639,,,
47,2303,,0.4449368417263031,0.6521458029747009,0.9539731740951538
47,2303,0.9175570607185364,,,
48,2351,,0.4437757730484009,0.6520313620567322,0.951797604560852
48,2351,0.9184262156486511,,,
49,2399,,0.4419698715209961,0.6515273451805115,0.9545605182647705
49,2399,0.9160992503166199,,,
50,2447,,0.4440953731536865,0.6511574387550354,0.9495441317558289
50,2447,0.9176516532897949,,,
51,2495,,0.44188427925109863,0.6508198380470276,0.9503586888313293
51,2495,0.9162828326225281,,,
52,2543,,0.4438621997833252,0.6511389017105103,0.9516997337341309
52,2543,0.9167226552963257,,,
53,2591,,0.44241929054260254,0.6517654657363892,0.9509318470954895
53,2591,0.9159887433052063,,,
54,2639,,0.4435714781284332,0.6502094864845276,0.951099693775177
54,2639,0.9160769581794739,,,
55,2687,,0.4405451714992523,0.6482858657836914,0.9514901041984558
55,2687,0.9164308905601501,,,
56,2735,,0.44206327199935913,0.6505077481269836,0.9517346620559692
56,2735,0.9179770350456238,,,
57,2783,,0.4403710961341858,0.6495435833930969,0.952792763710022
57,2783,0.9174769520759583,,,
58,2831,,0.4382946193218231,0.6501308679580688,0.9535636305809021
58,2831,0.91374671459198,,,
59,2879,,0.4410269856452942,0.6516383290290833,0.95181804895401
59,2879,0.9119834303855896,,,
60,2927,,0.4458543360233307,0.6525978446006775,0.9501121640205383
60,2927,0.9123570322990417,,,
61,2975,,0.44289684295654297,0.650533139705658,0.9538103342056274
61,2975,0.9138967990875244,,,
62,3023,,0.44483682513237,0.6513886451721191,0.9521970152854919
62,3023,0.9125247001647949,,,
63,3071,,0.44479912519454956,0.6513539552688599,0.9524011611938477
63,3071,0.9153029918670654,,,
64,3119,,0.4484472870826721,0.6527504324913025,0.9503469467163086
64,3119,0.9166194200515747,,,
65,3167,,0.4471760392189026,0.6522394418716431,0.9529605507850647
65,3167,0.9115290641784668,,,
