sample_id,POINT_X,POINT_Y,observed_class,split,model,predicted_probability,predicted_class
4703,284305.3599,2512258.115,0,train,Random Forest,0.30356594948711957,0
4704,272843.2439,2537252.865,0,train,Random Forest,0.15964238558393962,0
4705,278213.7134,2556654.834,0,validation,Random Forest,0.19831797145927893,0
4706,292592.866,2537274.021,0,train,Random Forest,0.45693684743834684,0
4707,277894.0895,2545249.7,1,train,Random Forest,0.7513527170124187,1
4708,279608.9474,2517316.964,0,train,Random Forest,0.30241811866136886,0
4709,280024.7648,2511116.36,0,train,Random Forest,0.1948243192276886,0
4710,293184.1961,2507822.514,1,train,Random Forest,0.8088795326638339,1
4711,280504.0992,2555785.817,0,test,Random Forest,0.378323026873424,0
4712,282355.1602,2536874.258,0,train,Random Forest,0.31913235403033996,0
4713,286496.494,2559425.924,0,train,Random Forest,0.1842104180563575,0
4714,274537.6377,2535163.954,0,train,Random Forest,0.17394311637442383,0
4715,276440.7711,2549302.113,1,train,Random Forest,0.8388756158673739,1
4716,287818.0081,2537798.047,0,train,Random Forest,0.20850725092419353,0
4717,282787.1271,2545172.154,1,train,Random Forest,0.7890667210687838,1
4718,281689.9625,2558600.093,0,train,Random Forest,0.23636753629056959,0
4719,263140.0075,2542922.152,0,train,Random Forest,0.6785386894118945,1
4720,289253.5348,2533055.105,0,train,Random Forest,0.2956951776133009,0
4721,288409.5279,2537082.15,0,train,Random Forest,0.16402083275206447,0
4722,277566.8229,2542473.116,0,train,Random Forest,0.22306508065191674,0
4723,260487.5273,2545319.688,0,train,Random Forest,0.27397420760418323,0
4724,289391.5832,2506686.619,0,train,Random Forest,0.6564156939805962,1
4725,278398.0915,2521540.47,0,train,Random Forest,0.3795975549998127,0
4726,279034.238,2512072.047,0,train,Random Forest,0.11274615317341351,0
4727,290287.6555,2542891.984,0,train,Random Forest,0.25097218967416246,0
4728,286657.1527,2528577.91,0,train,Random Forest,0.5695686141971795,1
4729,280222.7742,2526709.882,1,train,Random Forest,0.805200704951122,1
4730,273227.0315,2544487.793,0,train,Random Forest,0.37708810315745833,0
4731,295059.0059,2510434.855,0,train,Random Forest,0.454342975904688,0
4732,294799.8424,2512636.281,0,train,Random Forest,0.2711357123968309,0
4733,285667.464,2538526.891,0,train,Random Forest,0.3005185738801426,0
4734,292367.1846,2508170.313,1,train,Random Forest,0.6718188736103128,1
4735,284849.7779,2557865.093,0,train,Random Forest,0.21290185203621073,0
4736,279977.4231,2553586.978,0,test,Random Forest,0.20790051441857182,0
4737,281993.95,2557627.708,0,train,Random Forest,0.2145891219267164,0
4738,290873.2212,2538183.009,0,train,Random Forest,0.31409900207281405,0
4739,266930.6201,2533622.211,1,test,Random Forest,0.7031648483471639,1
4740,265685.8773,2539134.63,0,train,Random Forest,0.3891538156950976,0
4741,277058.5077,2558443.428,1,test,Random Forest,0.7228000416173866,1
4742,286829.3152,2527445.468,0,train,Random Forest,0.33361299027751384,0
4743,287868.2525,2505940.77,1,train,Random Forest,0.7004515140509129,1
4744,276188.5946,2540949.898,0,validation,Random Forest,0.24106915434641532,0
4745,277718.6239,2553677.425,1,validation,Random Forest,0.2577172598285779,0
4746,273576.6192,2520133.335,0,train,Random Forest,0.32905279859021697,0
4747,282985.0217,2529390.762,0,train,Random Forest,0.3984610418473362,0
4748,279747.7733,2509263.145,0,train,Random Forest,0.052988954346159384,0
4749,288278.0311,2526234.189,0,train,Random Forest,0.2030568022802175,0
4750,276224.5266,2517787.687,0,train,Random Forest,0.24087033925710727,0
4751,279803.3461,2524885.227,0,train,Random Forest,0.2053103939339952,0
4752,286455.0132,2544714.031,1,test,Random Forest,0.34182333868384324,0
4753,262406.1462,2540132.127,1,validation,Random Forest,0.7463569540189497,1
4754,273249.2789,2522879.743,0,validation,Random Forest,0.41438773577312155,0
4755,291276.5729,2501145.106,0,train,Random Forest,0.3804683310970032,0
4756,277658.555,2541501.869,1,validation,Random Forest,0.6675896238190199,1
4757,277374.282,2558557.002,1,test,Random Forest,0.7779789807610652,1
4758,273555.7772,2542413.615,0,train,Random Forest,0.13783060985454237,0
4759,281768.967,2524553.533,0,train,Random Forest,0.2003587408395452,0
4760,277206.5377,2517608.112,0,train,Random Forest,0.15170991093375114,0
4761,285327.5328,2551574.845,0,train,Random Forest,0.16624885105787032,0
4762,293731.5421,2500901.325,0,train,Random Forest,0.6414681744088143,1
4763,263742.8093,2541154.114,0,train,Random Forest,0.7084218554158057,1
4764,284743.9608,2559569.729,1,train,Random Forest,0.8877298768253031,1
4765,284447.9959,2516618.623,0,train,Random Forest,0.5951176348287522,1
4766,279128.7501,2541090.674,1,train,Random Forest,0.8179519951722203,1
4767,279060.2761,2511718.618,0,train,Random Forest,0.14942419591475548,0
4768,264406.067,2538296.337,0,train,Random Forest,0.647286656317104,1
4769,291900.5727,2504410.064,0,train,Random Forest,0.19823102504813137,0
4770,273856.6707,2533571.979,0,train,Random Forest,0.4696207206597317,0
4771,286290.3684,2539737.739,0,train,Random Forest,0.18752546062270292,0
4772,275119.6786,2555937.226,1,validation,Random Forest,0.6126040587592172,1
4773,279998.2366,2531578.488,0,train,Random Forest,0.3126113432123809,0
4774,289475.9838,2506362.401,0,train,Random Forest,0.19042312939640324,0
4775,284792.8172,2524753.382,0,train,Random Forest,0.2067304864264835,0
4776,274286.2605,2530197.704,1,train,Random Forest,0.8264912205013567,1
4777,282521.8701,2545393.509,1,train,Random Forest,0.7537278874165151,1
4778,268954.7424,2549557.584,1,train,Random Forest,0.5613677695342958,1
4779,283105.4392,2528017.527,0,train,Random Forest,0.4210718298015075,0
4780,285880.9091,2553424.549,0,train,Random Forest,0.4493944394818804,0
4781,270558.6649,2534905.687,1,train,Random Forest,0.8171535312637711,1
4782,262390.5528,2543522.839,1,train,Random Forest,0.7869755134098927,1
4783,285732.7092,2517762.16,0,test,Random Forest,0.24223932648684462,0
4784,284594.1115,2534822.984,0,train,Random Forest,0.34642828810913157,0
4785,286301.5137,2508400.949,1,validation,Random Forest,0.437362711663629,0
4786,279335.5316,2541144.235,0,train,Random Forest,0.23204607138177763,0
4787,287375.9083,2504758.232,0,train,Random Forest,0.21026527669978248,0
4788,265090.3296,2538449.492,1,train,Random Forest,0.893316382957038,1
4789,288661.983,2543521.374,1,train,Random Forest,0.6086888468045314,1
4790,284929.6068,2526181.329,1,train,Random Forest,0.7061223233554133,1
4791,274839.7684,2523687.01,1,train,Random Forest,0.7363753446938941,1
4792,275677.4214,2524467.031,0,train,Random Forest,0.6450559260352583,1
4793,282121.7671,2533325.312,0,train,Random Forest,0.16159314178899534,0
4794,289494.6436,2535109.855,0,train,Random Forest,0.20474492155363103,0
4795,286020.8373,2516829.391,0,test,Random Forest,0.46971148962824194,0
4796,271437.9969,2544070.359,0,train,Random Forest,0.16231865578229512,0
4797,293387.3228,2505479.264,1,train,Random Forest,0.7878205434157977,1
4798,279706.1427,2529691.128,0,train,Random Forest,0.30223767000892715,0
4799,290640.6019,2534253.233,1,train,Random Forest,0.676908771778933,1
4800,280933.9813,2524723.318,0,train,Random Forest,0.35441629957348697,0
4801,281630.3736,2556210.398,0,test,Random Forest,0.22324167149277832,0
4802,291923.7745,2510117.501,1,train,Random Forest,0.7285891145697919,1
4803,278382.4194,2512488.785,0,train,Random Forest,0.11060465869427917,0
4804,282411.0763,2545355.485,1,train,Random Forest,0.6673956814935881,1
4805,274660.6608,2553747.518,0,validation,Random Forest,0.20188454437622358,0
4806,269206.7352,2533237.691,0,train,Random Forest,0.6407592203914224,1
4807,268539.2607,2546226.86,0,train,Random Forest,0.18126515219352868,0
4808,269200.653,2536075.77,0,train,Random Forest,0.5372280656631091,1
4809,270615.429,2547426.312,0,train,Random Forest,0.2616505287228742,0
4810,281381.1379,2536131.672,0,train,Random Forest,0.3227156446154261,0
4811,281914.0358,2547747.258,0,train,Random Forest,0.145244670771875,0
4812,278534.6823,2533762.117,0,train,Random Forest,0.39231193361623956,0
4813,269957.6602,2545419.179,0,train,Random Forest,0.24184485043944307,0
4814,278358.6447,2523038.543,0,train,Random Forest,0.27167197623762285,0
4815,281910.913,2545601.192,0,train,Random Forest,0.15923258893732126,0
4816,289950.1433,2506981.77,0,train,Random Forest,0.4895775395920809,0
4817,277657.8644,2546177.429,1,train,Random Forest,0.7881054462914686,1
4818,281399.4834,2535244.476,0,train,Random Forest,0.17474367462554333,0
4819,262715.925,2534649.415,0,train,Random Forest,0.6029862565006859,1
4820,284268.9879,2531954.394,0,train,Random Forest,0.2253424233528678,0
4821,272321.3976,2520829.963,0,train,Random Forest,0.33108361768151395,0
4822,270026.3867,2531582.194,0,train,Random Forest,0.3353502825280577,0
4823,266044.6824,2547073.573,1,train,Random Forest,0.5771559768615159,1
4824,283517.9724,2539279.327,0,train,Random Forest,0.30183641830319613,0
4825,265534.3339,2546642.7,1,train,Random Forest,0.8867274189400037,1
4826,277371.2357,2526180.005,0,train,Random Forest,0.17053265345566654,0
4827,292903.9508,2499834.918,1,train,Random Forest,0.7984161071238465,1
4828,261824.5001,2542283.206,1,train,Random Forest,0.8552097016076791,1
4829,291747.1074,2507952.904,0,train,Random Forest,0.4128584730958941,0
4830,283255.1098,2551140.853,0,train,Random Forest,0.21005041912033917,0
4831,293993.7198,2539843.319,0,test,Random Forest,0.40669911358212596,0
4832,281821.4438,2557593.736,0,train,Random Forest,0.37962981892221975,0
4833,279783.2355,2540860.292,0,train,Random Forest,0.19461547130957627,0
4834,266553.1709,2534003.973,1,test,Random Forest,0.6969961502960883,1
4835,294668.237,2542396.457,1,train,Random Forest,0.7314132678856157,1
4836,269322.7575,2531447.502,1,train,Random Forest,0.8886416481260325,1
4837,283758.6959,2557126.713,1,train,Random Forest,0.6452056666319894,1
4838,268517.7538,2550351.688,0,train,Random Forest,0.28080775893082704,0
4839,277024.0621,2522583.792,0,train,Random Forest,0.3546554344574054,0
4840,279690.1129,2534927.23,0,train,Random Forest,0.15752036507809197,0
4841,291118.896,2503274.53,0,train,Random Forest,0.2911794044840714,0
4842,287839.119,2543314.87,1,test,Random Forest,0.3844758093739669,0
4843,273217.7959,2545105.389,0,train,Random Forest,0.210694240535228,0
4844,284059.5399,2536240.476,0,train,Random Forest,0.22652654312946324,0
4845,277460.5992,2536879.881,0,validation,Random Forest,0.3300415511835826,0
4846,270042.5437,2533654.544,0,train,Random Forest,0.1829679250770531,0
4847,291107.9458,2538351.586,0,train,Random Forest,0.25793819014681124,0
4848,277531.8619,2526607.783,0,train,Random Forest,0.2936369960701465,0
4849,287729.4471,2535074.035,1,train,Random Forest,0.8100765593966321,1
4850,278818.8985,2515058.093,0,train,Random Forest,0.27730841474688595,0
4851,284551.8177,2517839.082,0,test,Random Forest,0.7003852636300667,1
4852,293299.4624,2499405.818,0,train,Random Forest,0.4404574716010438,0
4853,268457.0162,2536532.229,1,test,Random Forest,0.7288180800414412,1
4854,275584.0535,2532740.085,1,train,Random Forest,0.5889124997006594,1
4855,269385.6059,2536192.707,0,train,Random Forest,0.7354688448227746,1
4856,271348.3089,2535051.646,0,train,Random Forest,0.6573042361655241,1
4857,271057.3181,2530712.134,0,train,Random Forest,0.4499453039313814,0
4858,275787.8642,2533722.631,0,train,Random Forest,0.35930589510905797,0
4859,280023.0173,2509504.229,0,train,Random Forest,0.3578681238842381,0
4860,272640.0074,2549237.807,0,train,Random Forest,0.19868718838255353,0
4861,287727.0368,2533499.37,1,train,Random Forest,0.8200152021221585,1
4862,287830.0603,2558305.219,0,train,Random Forest,0.6098375169106085,1
4863,266630.646,2540339.012,0,train,Random Forest,0.18464751465293228,0
4864,289163.4978,2512548.898,0,train,Random Forest,0.5066608815767583,1
4865,287605.3124,2532215.767,0,train,Random Forest,0.5581605621451238,1
4866,295872.6216,2499060.801,0,train,Random Forest,0.5985222745838169,1
4867,294406.32,2507781.142,0,train,Random Forest,0.5302913885443393,1
4868,260664.6494,2545718.689,1,train,Random Forest,0.8850513342543561,1
4869,267931.6509,2550066.82,0,train,Random Forest,0.22947462015829284,0
4870,289979.6719,2536119.053,0,train,Random Forest,0.24102461025687466,0
4871,278885.396,2537127.723,0,train,Random Forest,0.20645713111099986,0
4872,266894.3894,2547248.644,0,train,Random Forest,0.4341708577181272,0
4873,288508.4081,2506389.796,0,train,Random Forest,0.3198270119790947,0
4874,263993.7268,2541755.534,1,train,Random Forest,0.8807379001357587,1
4875,283276.536,2523936.324,0,train,Random Forest,0.17215947490439307,0
4876,294448.3455,2500198.831,0,train,Random Forest,0.23182623602346333,0
4877,269694.3975,2549988.859,0,train,Random Forest,0.21634972600443433,0
4878,274104.0483,2516515.057,1,train,Random Forest,0.7533308437952775,1
4879,281328.1682,2518029.218,0,train,Random Forest,0.557336377630753,1
4880,274474.4596,2533221.148,1,train,Random Forest,0.800897942671585,1
4881,272958.6308,2541917.632,1,train,Random Forest,0.5822321416077725,1
4882,270283.6557,2534967.505,0,train,Random Forest,0.5746030143815974,1
4883,291696.5547,2531208.285,1,train,Random Forest,0.6831660581955922,1
4884,275301.6776,2538943.394,0,validation,Random Forest,0.31538588847368093,0
4885,291546.1256,2536320.708,0,train,Random Forest,0.2195400904535738,0
4886,286614.8422,2554995.537,1,train,Random Forest,0.6310445278369538,1
4887,265481.8669,2541748.803,1,train,Random Forest,0.5252397965536065,1
4888,285471.6413,2542367.496,0,test,Random Forest,0.3714687039754592,0
4889,278836.9683,2546176.418,0,train,Random Forest,0.20011063100517018,0
4890,284876.0942,2531087.758,0,train,Random Forest,0.2606071844989445,0
4891,278968.9635,2527284.424,0,train,Random Forest,0.42674612678751855,0
4892,281124.1262,2547190.738,0,train,Random Forest,0.15074913178316074,0
4893,271376.0268,2533835.397,1,train,Random Forest,0.8447191114662574,1
4894,279304.7368,2546666.656,0,train,Random Forest,0.38991447868995766,0
4895,285641.7262,2559397.535,1,train,Random Forest,0.7437862734843254,1
4896,271822.4029,2530366.74,1,train,Random Forest,0.8518075662007466,1
4897,279376.1256,2514010.496,0,train,Random Forest,0.36437982541146413,0
4898,286476.0181,2558969.142,0,train,Random Forest,0.4668017955090433,0
4899,278726.9663,2545428.329,0,train,Random Forest,0.1786332516959474,0
4900,290605.8996,2511398.506,0,train,Random Forest,0.4977145782039321,0
4901,277698.7202,2546097.348,1,train,Random Forest,0.8500938609861899,1
4902,272763.4223,2529173.979,0,train,Random Forest,0.5637843038998731,1
4903,279959.142,2534153.401,0,train,Random Forest,0.20216666866578956,0
4904,283000.9493,2547657.626,1,train,Random Forest,0.5765620942441649,1
4905,282500.7169,2550976.463,0,train,Random Forest,0.3371922226429147,0
4906,288778.7197,2534043.642,0,train,Random Forest,0.3473090281907375,0
4907,291322.3053,2518393.629,0,train,Random Forest,0.23077615591562606,0
4908,278488.3688,2526371.096,1,train,Random Forest,0.7282872820497872,1
4909,278539.1408,2545033.445,0,train,Random Forest,0.19479736648164084,0
4910,262522.1909,2550614.93,0,train,Random Forest,0.1793757233395818,0
4911,288021.4966,2527808.555,0,train,Random Forest,0.20269322849123458,0
4912,285373.8394,2557570.187,0,train,Random Forest,0.17172147776618318,0
4913,282216.1157,2509808.121,0,train,Random Forest,0.1759142581723913,0
4914,291025.3293,2531883.429,0,train,Random Forest,0.32701759950841247,0
4915,271088.184,2529341.129,1,train,Random Forest,0.8651170615529447,1
4916,280863.156,2547411.039,0,train,Random Forest,0.15299286460473466,0
4917,281589.6471,2553283.997,0,test,Random Forest,0.24371320210952008,0
4918,280667.3324,2548328.45,0,train,Random Forest,0.214556933324337,0
4919,280910.2489,2554595.265,0,test,Random Forest,0.2714656251891917,0
4920,264720.848,2540256.573,1,train,Random Forest,0.906339078278908,1
4921,279359.1513,2528458.945,0,train,Random Forest,0.31603281861910526,0
4922,283799.247,2515749.77,1,train,Random Forest,0.8230295294210408,1
4923,286052.2505,2555622.426,0,train,Random Forest,0.2715196426205864,0
4924,285128.1746,2553652.358,0,train,Random Forest,0.24726211636290632,0
4925,273460.5062,2518988.767,0,train,Random Forest,0.19394524508983527,0
4926,267707.2518,2545738.632,0,train,Random Forest,0.20035497529650909,0
4927,282501.8217,2547795.074,1,train,Random Forest,0.5102017693298624,1
4928,281672.087,2508620.568,0,train,Random Forest,0.17247809691315505,0
4929,289411.9468,2557617.687,0,validation,Random Forest,0.32690832523803004,0
4930,278332.8768,2550488.169,0,train,Random Forest,0.2162896845705797,0
4931,287830.5847,2505787.531,0,train,Random Forest,0.3429138873418502,0
4932,292082.5461,2539948.08,0,train,Random Forest,0.24393531907822602,0
4933,274543.9452,2555120.008,0,validation,Random Forest,0.6735702427208305,1
4934,275440.8508,2534850.089,0,train,Random Forest,0.4539671669732411,0
4935,282420.4157,2545094.539,0,train,Random Forest,0.4960848872239786,0
4936,279267.2747,2536937.635,0,train,Random Forest,0.16295107731152159,0
4937,272380.3337,2529675.804,0,train,Random Forest,0.3124547220588117,0
4938,292746.7593,2540552.971,0,train,Random Forest,0.18187683795432927,0
4939,274460.5972,2518353.321,0,train,Random Forest,0.09681259982945818,0
4940,291564.6497,2530942.528,0,train,Random Forest,0.2997509560626799,0
4941,276223.2631,2547348.674,1,train,Random Forest,0.5531387958828743,1
4942,279091.6442,2530595.334,0,train,Random Forest,0.6542796159062696,1
4943,271671.5119,2542149.388,0,train,Random Forest,0.12286903976651797,0
4944,262626.8519,2550018.559,0,train,Random Forest,0.2848912855773288,0
4945,272507.4932,2551127.326,0,train,Random Forest,0.20015578572936715,0
4946,275948.5725,2540811.741,1,validation,Random Forest,0.335560286678904,0
4947,277715.2132,2512264.972,0,train,Random Forest,0.21844412136373875,0
4948,275281.1995,2532491.333,0,train,Random Forest,0.484204311056688,0
4949,292065.6603,2516803.597,0,train,Random Forest,0.4199922893474086,0
4950,282298.8675,2508071.655,0,train,Random Forest,0.2812610641372229,0
4951,286037.3607,2534528.166,0,train,Random Forest,0.4729108713730213,0
4952,288820.436,2519209.58,0,train,Random Forest,0.4259497634634749,0
4953,287014.3111,2520888.224,1,test,Random Forest,0.5083974047841607,1
4954,278823.0365,2511056.661,0,train,Random Forest,0.17178275339814839,0
4955,280827.7819,2554409.495,0,test,Random Forest,0.20272151941876168,0
4956,279263.8053,2551886.305,0,test,Random Forest,0.2828978856621466,0
4957,283159.6283,2523465.523,0,train,Random Forest,0.16319851185327094,0
4958,284525.695,2540580.009,1,train,Random Forest,0.866226973575841,1
4959,279812.9022,2527707.384,0,train,Random Forest,0.5422689113601965,1
4960,276463.014,2541964.266,0,train,Random Forest,0.23036075926223593,0
4961,261924.9162,2549562.741,1,train,Random Forest,0.893501491830429,1
4962,289314.585,2541804.445,0,train,Random Forest,0.25925455246480233,0
4963,275771.4568,2539742.213,0,validation,Random Forest,0.3023622172340147,0
4964,283646.4146,2545527.0,0,test,Random Forest,0.16391799856520484,0
4965,291793.253,2533283.452,1,train,Random Forest,0.6976638378584551,1
4966,287551.4578,2511943.217,0,train,Random Forest,0.537405321732995,1
4967,281947.9307,2517975.934,0,train,Random Forest,0.6011329456304495,1
4968,268076.6545,2541813.286,0,train,Random Forest,0.21451859317548616,0
4969,268191.9337,2532673.514,0,test,Random Forest,0.9116587969628465,1
4970,291487.0789,2542316.907,0,train,Random Forest,0.21219924391246794,0
4971,285634.4442,2507959.846,0,validation,Random Forest,0.48827983249751195,0
4972,278906.2396,2559389.171,1,train,Random Forest,0.5573680510501117,1
4973,290574.6051,2542566.145,0,train,Random Forest,0.20306766622769196,0
4974,295230.6162,2511515.699,0,train,Random Forest,0.29577989623824963,0
4975,278260.8273,2545386.245,0,train,Random Forest,0.2340403483373314,0
4976,281365.2442,2519292.498,0,train,Random Forest,0.25482009390839283,0
4977,288325.6827,2542291.034,1,test,Random Forest,0.4179085224128453,0
4978,290175.2739,2532481.248,0,train,Random Forest,0.34604905441600664,0
4979,280710.2415,2526332.949,0,train,Random Forest,0.5730187345396218,1
4980,283223.0222,2527097.5,0,train,Random Forest,0.47861322899167674,0
4981,262138.9668,2550288.227,0,train,Random Forest,0.24308391408992777,0
4982,270406.87,2547925.731,0,train,Random Forest,0.29700138278382016,0
4983,283556.2547,2526720.185,0,train,Random Forest,0.3898556647973011,0
4984,268752.591,2546550.968,0,train,Random Forest,0.31804061887661894,0
4985,280313.6807,2510777.717,0,train,Random Forest,0.1421314786121522,0
4986,286772.5007,2528626.879,0,train,Random Forest,0.589107635950926,1
4987,280750.496,2557604.804,0,train,Random Forest,0.18304565184442106,0
4988,280800.531,2540538.201,0,train,Random Forest,0.19332520528452884,0
4989,286657.479,2555513.159,0,train,Random Forest,0.16644160957082624,0
4990,276218.1359,2557767.067,0,test,Random Forest,0.24554939868761708,0
4991,265194.7559,2539825.333,1,train,Random Forest,0.8610146877511178,1
4992,292350.8496,2506549.941,0,train,Random Forest,0.4563440824981346,0
4993,285091.3848,2507485.718,1,validation,Random Forest,0.28454689770347646,0
4994,284905.4782,2516968.484,1,test,Random Forest,0.5810632282009939,1
4995,292283.865,2514008.624,1,train,Random Forest,0.5820876359127547,1
4996,278203.19,2556986.503,0,test,Random Forest,0.3779435859658069,0
4997,290958.4265,2507290.55,1,train,Random Forest,0.7876808490720595,1
4998,282633.6749,2508266.929,0,train,Random Forest,0.1979418929341127,0
4999,289893.3847,2558890.973,0,validation,Random Forest,0.38009839230603987,0
5000,287278.9725,2539232.441,0,train,Random Forest,0.174150923418812,0
5001,262277.5243,2541965.948,1,train,Random Forest,0.8167694363581727,1
5002,285443.2911,2541646.116,0,train,Random Forest,0.3279628909978984,0
5003,283302.5916,2547331.551,1,train,Random Forest,0.600536529432341,1
5004,292171.4102,2538749.687,0,train,Random Forest,0.1683428194410476,0
5005,290166.7697,2507403.24,0,train,Random Forest,0.43598398485247153,0
5006,283889.6917,2530497.055,0,train,Random Forest,0.22862255816775648,0
5007,277268.7909,2537475.853,0,validation,Random Forest,0.30844729265419296,0
5008,293730.8522,2501449.239,0,train,Random Forest,0.5839242280801344,1
5009,268314.0167,2543150.949,0,train,Random Forest,0.1591048901809791,0
5010,268173.188,2545066.819,0,train,Random Forest,0.2825732914210401,0
5011,278433.709,2526591.337,0,train,Random Forest,0.47160038160198536,0
5012,277809.0921,2534822.19,0,train,Random Forest,0.16655901773266088,0
5013,272819.5264,2544619.67,0,train,Random Forest,0.1702110990165968,0
5014,280102.971,2533011.754,0,train,Random Forest,0.20649045917305878,0
5015,287441.7274,2510722.162,0,validation,Random Forest,0.540396773605848,1
5016,291782.7081,2509277.687,0,train,Random Forest,0.33549125538665214,0
5017,284229.1531,2509979.803,0,validation,Random Forest,0.2951640760040734,0
5018,281887.3291,2546013.259,0,train,Random Forest,0.18675251365898854,0
5019,287240.0666,2512192.063,0,train,Random Forest,0.45120702099360915,0
5020,280462.1015,2532913.38,0,train,Random Forest,0.29183244849101664,0
5021,267702.0447,2540515.758,0,train,Random Forest,0.20161539495693862,0
5022,274076.155,2528262.986,0,train,Random Forest,0.3064877988961831,0
5023,278409.6125,2533297.071,0,train,Random Forest,0.12076583955394571,0
5024,277818.7087,2544749.646,0,train,Random Forest,0.18807465840963805,0
5025,264143.7531,2539546.181,1,train,Random Forest,0.7759147929941611,1
5026,287167.0498,2506680.053,1,train,Random Forest,0.8091065154010046,1
5027,292206.6326,2505575.093,1,train,Random Forest,0.831229185814539,1
5028,283196.8048,2511948.723,1,train,Random Forest,0.7777802699767952,1
5029,289757.0948,2503759.234,0,train,Random Forest,0.6713740805608468,1
5030,284433.2521,2542688.355,0,test,Random Forest,0.16116715469327925,0
5031,275104.2364,2520941.107,0,train,Random Forest,0.28825529013024737,0
5032,282741.7607,2522742.519,0,train,Random Forest,0.5604921732047486,1
5033,274531.3081,2543020.68,0,train,Random Forest,0.1794347217552891,0
5034,275764.2612,2516952.45,0,train,Random Forest,0.10604572171778415,0
5035,268110.9662,2539804.989,0,train,Random Forest,0.22666688256997838,0
5036,292418.6204,2542767.547,0,train,Random Forest,0.29597600291756154,0
5037,280097.4632,2537221.814,0,train,Random Forest,0.21700750947185998,0
5038,286653.5959,2555775.026,1,train,Random Forest,0.8496394900984157,1
5039,286502.5645,2512411.514,0,train,Random Forest,0.2394280502280549,0
5040,284444.2582,2524993.886,0,train,Random Forest,0.44608920431954063,0
5041,272219.1706,2550187.168,0,train,Random Forest,0.15655294067537798,0
5042,293391.127,2512495.207,0,train,Random Forest,0.3771100167055968,0
5043,287120.5826,2529065.349,0,train,Random Forest,0.23127408936872104,0
5044,278186.2931,2529156.68,0,train,Random Forest,0.6666935744568716,1
5045,284904.9813,2531571.262,1,train,Random Forest,0.625605951538226,1
5046,283392.6578,2529333.16,0,train,Random Forest,0.44035504649504814,0
5047,282959.8142,2552499.926,0,test,Random Forest,0.24787776926777957,0
5048,279178.5977,2520332.729,0,train,Random Forest,0.28370442358045916,0
5049,269683.1547,2535854.848,0,train,Random Forest,0.6631845199593001,1
5050,288273.0494,2512360.414,0,train,Random Forest,0.20601821379825916,0
5051,292443.2253,2532030.469,0,train,Random Forest,0.47294097690764486,0
5052,263268.5847,2545529.464,0,train,Random Forest,0.18719856973036988,0
5053,282512.0111,2509844.932,0,train,Random Forest,0.33705093960134413,0
5054,279740.1264,2559096.867,0,train,Random Forest,0.21538221977321348,0
5055,273809.4056,2551575.074,0,train,Random Forest,0.5876961218406447,1
5056,280860.4436,2557422.372,0,train,Random Forest,0.3276384287406774,0
5057,272934.2308,2532246.24,0,train,Random Forest,0.2116372708775679,0
5058,283711.2165,2512085.25,1,train,Random Forest,0.6221576578439832,1
5059,259186.0996,2544246.129,1,train,Random Forest,0.7270147076234592,1
5060,295141.0916,2510138.54,0,train,Random Forest,0.25454570223872747,0
5061,273379.7856,2545776.345,0,train,Random Forest,0.14581221373697578,0
5062,275155.2242,2537153.763,0,validation,Random Forest,0.2558424290474223,0
5063,294384.931,2541337.796,0,test,Random Forest,0.2896338586500026,0
5064,268153.8076,2540535.001,0,train,Random Forest,0.48096590732688677,0
5065,291751.2152,2501096.474,0,train,Random Forest,0.3936943756628965,0
5066,279875.6733,2531142.5,1,train,Random Forest,0.5399107847516634,1
5067,265009.9788,2544188.691,1,train,Random Forest,0.8213111841588083,1
5068,271508.1371,2544065.541,0,train,Random Forest,0.16787205267881083,0
5069,273981.3722,2535352.101,1,train,Random Forest,0.546784332353815,1
5070,271004.3562,2552282.439,0,train,Random Forest,0.22035535430110698,0
5071,279372.9092,2518327.803,0,train,Random Forest,0.6267015490851148,1
5072,268808.1133,2542925.563,0,train,Random Forest,0.23648050645871066,0
5073,278719.3962,2509695.474,0,train,Random Forest,0.14947284140693826,0
5074,273556.7161,2540314.126,0,train,Random Forest,0.15502535722229774,0
5075,293940.361,2542376.924,0,train,Random Forest,0.3977647615362995,0
5076,271902.3503,2533173.708,0,train,Random Forest,0.656816016963696,1
5077,268263.3843,2532386.827,1,test,Random Forest,0.8752183393241602,1
5078,289989.5081,2541664.948,0,train,Random Forest,0.35141035271824206,0
5079,263071.3662,2552278.524,0,test,Random Forest,0.3665198429582954,0
5080,284346.0528,2512614.981,0,train,Random Forest,0.5987499536199345,1
5081,276831.8753,2553726.186,0,validation,Random Forest,0.29947910923324417,0
5082,276888.464,2522389.161,0,train,Random Forest,0.49340071961291815,0
5083,279050.4032,2509515.654,0,train,Random Forest,0.07298919446435222,0
5084,286903.3102,2525251.805,0,train,Random Forest,0.226253105255558,0
5085,284468.7544,2531140.551,0,train,Random Forest,0.21338621368942942,0
5086,270133.7814,2540700.297,0,train,Random Forest,0.19150498116676404,0
5087,269161.4437,2538910.482,0,train,Random Forest,0.31104524145110407,0
5088,272844.3328,2543250.256,0,train,Random Forest,0.1725701766606951,0
5089,293439.6515,2502140.806,0,train,Random Forest,0.3777568449008445,0
5090,286269.2766,2554154.241,0,train,Random Forest,0.23135301295265312,0
5091,289831.4844,2543841.033,0,train,Random Forest,0.26409127416230843,0
