LULC,NDVI,Elevation,Slope,Curvature,Aspect,TWI,Drainage_Density,Precipitation,Distance_to_Road,Distance_to_River,SPI
3.221404,-0.9712284,-1.4557871,-0.08813275,1.2383231,1.3012626,-0.33726618,-1.778201,0.12933642,-0.218239,1.1312973,0.029594189
0.42040575,-0.028591933,0.23393485,1.4872847,-2.4448211,-1.4025239,-0.09839811,-1.839397,0.12933642,-0.6564583,0.34769017,0.7872841
-1.4469265,-2.0504434,-1.1741667,-1.5280358,0.0106083695,-1.4025239,3.5511143,-0.16513972,-0.07338233,-0.218239,-0.047246892,-3.159102
0.42040575,-1.5601097,-2.0190277,1.0787404,2.159109,-0.57709366,-0.8136941,-1.4390566,-0.285334,-0.6564583,-0.047246892,-0.005481401
-0.9800934,1.0712861,-0.6109261,-1.5280358,0.62446576,-1.4025239,2.4617202,-0.10411381,0.08984029,-0.6564583,0.9062154,-3.159102
-0.9800934,0.8585124,-0.04768546,2.0868979,-1.6774994,-1.4025239,-0.93520564,-1.0510478,-0.44993922,-0.6564583,-0.047246892,0.111511804
0.42040575,-0.5913626,-0.6109261,-0.92370987,-0.75671333,0.24833664,0.13399398,-1.0324614,-0.34877867,-0.6564583,1.1312973,-0.13536857
0.42040575,-0.1823429,-0.8925464,-0.875373,-0.603249,1.073767,-0.30093205,-0.6441814,-0.37336123,-0.6564583,-0.047246892,-0.4991768
-1.4469265,-3.22084,-1.1741667,-1.5280358,-0.29632032,-1.4025239,2.4617202,-2.0679183,0.12933642,0.32342988,2.4370482,-3.159102
-1.4469265,-2.140965,-1.4557871,0.25189373,1.5452518,-0.18516539,0.09712557,-1.3713346,0.7061895,-0.036722597,0.9062154,0.599004
3.221404,-0.26663232,-0.32930577,-0.63843805,0.1640727,0.6813619,-0.4154952,-1.4370364,0.11297339,-0.6564583,0.9062154,-0.3888736
-1.4469265,-3.2422786,-1.7374073,-0.87425554,-0.14285597,1.073767,-0.30156472,-1.7504815,0.12933642,-0.218239,0.9062154,-0.49856764
-1.4469265,-2.4351192,-2.300648,-1.5280358,0.0106083695,-1.4025239,-0.32004067,-2.6334097,0.39173687,0.5830131,5.395311,-0.048952807
-1.4469265,-2.5901365,-2.300648,-1.5280358,0.0106083695,-1.4025239,-0.32004067,-0.5941348,-0.08095135,1.303318,-1.0007092,-0.048952807
-0.9800934,0.875616,-0.6109261,0.7743815,-1.063642,0.78373724,-0.7676335,-1.0115798,0.6768865,-0.6564583,-1.0007092,-0.04982932
-0.9800934,0.66107213,-1.1741667,-0.6373873,0.0106083695,1.4655983,-0.15947887,0.6244321,0.8715067,-0.6564583,-0.047246892,-0.1416107
-0.9800934,-0.26861876,1.9236567,1.7559484,-1.063642,1.6846677,-0.8994823,-1.4283202,-0.066845,-0.6564583,-1.0007092,0.07711682
-1.4469265,-2.2976377,0.79717547,1.3494476,-1.5240351,0.8464363,-0.8503759,-0.7930985,1.0688453,-0.036722597,-0.047246892,0.029836359
