epoch,step,train_loss,val_ap,val_auc,val_loss
0,47,,0.3817675709724426,0.6332459449768066,0.9609359502792358
0,47,0.9938041567802429,,,
1,95,,0.41807931661605835,0.6431276798248291,0.9551552534103394
1,95,0.9490102529525757,,,
2,143,,0.42197293043136597,0.6459830403327942,0.9518452882766724
2,143,0.9437713623046875,,,
