POINT_X,POINT_Y,LULC,NDVI,Elevation,Slope,Curvature,Aspect,TWI,Drainage_Density,Precipitation,Distance_to_Road,Distance_to_River,SPI,Class
300743.6566,2496457.453,5,0.63967061,4,2.211423635,-4,245.2158661,3.253834811,0.00097503,3362.885742,0,0,-3.253834811,0
293625.6749,2485062.899,5,0.367861748,0,0,0,0,,7.33E-05,3182.272461,874.3386841,1955.080688,,0
308438.6517,2495232.03,7,0.565220833,7,3.010105371,2,270,9.980409715,0.000693114,3405.597412,0,0,4.089937499,0
304393.2076,2470607.841,5,0.61172992,7,1.365615726,-3,312.769104,3.736012778,0.000839199,3137.367188,0,391.0161438,-3.736012778,1
302768.4444,2472043.897,5,0.584715962,5,2.004727364,0,90,4.045172231,0.000507916,3122.368408,0,0,-2.659020683,0
303533.2849,2471085.775,5,0.457103163,8,3.529622555,-11,301.6602783,4.577367264,0.000739634,3129.709717,0,391.0161438,-0.993983416,1
308284.6298,2494033.015,2,0.441920638,0,0,0,0,18.58024531,0.000633895,3388.078125,0,0,-11.51292546,0
308265.9716,2486047.845,1,-0.205155388,7,2.955340385,-2,340.1646423,2.963532052,0.000184093,3265.006348,0,782.0322876,-2.963532052,0
298286.1494,2480407.82,1,-0.267561257,1,3.426466703,4,215.7979431,2.815337215,0.00023816,3182.272461,874.3386841,391.0161438,-2.815337215,0
298536.2658,2497711.871,2,0.51745373,6,4.211346626,-5,331.5650024,2.608505593,0.001178564,3341.630859,0,0,-2.608505593,0
294304.7903,2439506.057,2,0.762999594,13,1.854334116,-3,0,3.43004324,0.000335047,,874.3386841,782.0322876,-3.43004324,0
298725.3728,2474468.954,11,0.36815384,6,2.208815813,3,65.1845932,3.255015623,0.000125618,3097.733398,3128.12915,1173.048462,-3.255015623,0
310409.8569,2465501.393,2,0.642905653,5,1.365375757,-3,227.2215729,3.736188508,0.000619352,3149.480225,0,874.3386841,-3.736188508,0
305952.8626,2464353.441,5,0.704527497,6,1.365318894,-7,227.2193604,3.736230154,0.001275797,3159.070068,0,0,-3.736230154,1
309368.4861,2470516.481,5,0.562272847,3,2.107681274,4,331.6072083,3.301915649,0.00076803,3130.121826,0,782.0322876,-3.301915649,0
298866.5086,2440192.936,11,0.33676967,0,0,0,0,,8.41E-05,,1105.960693,1612.200928,,0
306736.1755,2451541.126,2,0.695688307,4,1.36471355,0,47.19583893,5.122967967,0.000828474,3037.741699,391.0161438,391.0161438,-2.350693981,0
296567.636,2497468.946,1,-0.213344574,5,2.108512402,-4,208.4345703,4.687815506,0.000658323,3300.706787,0,0,-1.915430459,0
299013.0747,2439798.96,11,0.266212046,0,0,0,0,,,,,,,0
310466.956,2497252.789,7,0.538717806,5,2.108511448,2,28.43452835,9.745652855,0.000718975,3443.638428,0,391.0161438,3.142338515,0
