POINT_X,POINT_Y,LULC,NDVI,Elevation,Slope,Curvature,Aspect,TWI,Drainage_Density,Precipitation,Distance_to_Road,Distance_to_River,SPI,Class
284916.3581,2546453.785,5,0.386531144,7,2.110059977,-2,208.5121613,4.910224898,0.00073711,2881.411377,1612.200928,391.0161438,-1.691566168,0
259954.8093,2543567.731,1,-0.30160138,6,1.854334116,-8,0,6.138093441,0.000329455,2555.41626,3910.161377,0,-0.722281275,0
272713.2755,2546863.471,2,0.256293207,12,4.101657391,-2,312.6266479,6.190334153,0.000652308,2644.982666,391.0161438,0,0.920226513,1
277736.5978,2517048.857,1,-0.313820541,7,0,5,0,12.89921983,0.000705732,2789.916504,3128.12915,0,-11.51292546,0
283238.7554,2512968.526,2,0.610626996,7,1.854334116,-10,180,3.43004324,0.000787496,2999.697266,1993.79895,391.0161438,-3.43004324,1
270363.2685,2526302.176,5,0.335581541,0,0,0,0,,3.41E-05,,2279.996338,2346.096924,,1
276833.291,2520929.973,1,-0.290244341,5,4.422047615,-5,245.2505188,3.945800861,0.000974511,2875.057129,552.9803467,391.0161438,-1.173309115,1
279011.5095,2522233.893,2,0.594134331,10,1.005950212,-9,270,4.041622279,0.000757462,2958.20874,0,391.0161438,-4.041622279,0
284632.907,2535155.86,2,0.710339367,8,2.956434965,3,160.1058197,9.271259603,0.001154492,2979.813965,1748.677368,0,3.344744023,0
284597.7719,2554478.809,5,0.606926799,10,0.927409947,-13,180,4.122881649,0.001116177,2745.897705,0,0,-4.122881649,1
275432.156,2515480.011,1,-0.182323545,5,2.213660955,4,245.24263,3.252822868,0.000523488,2746.850586,5446.224609,391.0161438,-3.252822868,0
283984.2284,2534736.484,2,0.802825212,9,2.216006517,4,114.7293854,3.251763062,0.001088398,2968.298096,874.3386841,391.0161438,-3.251763062,0
292717.792,2510685.312,2,0.550607502,6,2.213113546,-3,245.236084,7.718978486,0.001303724,3337.843994,552.9803467,391.0161438,1.212581995,1
275607.2309,2536188.526,2,0.716116726,6,1.368775249,10,312.6468506,5.679612065,0.000530175,2708.010254,1105.960693,0,-1.788150406,1
273197.1186,2533972.281,5,0.53346473,4,1.368664622,6,312.651123,3.733782738,0.00080449,2666.116943,1955.080688,0,-3.733782738,0
284256.4469,2558175.342,7,0.11330951,2,3.544292927,7,58.48620987,5.420507498,0.000808885,2657.402832,0,0,-0.142542744,0
291571.324,2540774.303,2,0.562013149,5,2.956566095,10,19.90121269,2.963116738,0.000947986,3137.316895,1173.048462,0,-2.963116738,1
287112.7373,2533608.03,5,0.750368774,8,2.012816191,3,90,5.293906288,0.000867126,3070.578125,874.3386841,0,-1.40232984,0
286888.0715,2527154.156,2,0.734399915,7,1.36833632,1,312.6637878,3.734022628,0.000807816,3140.21875,1105.960693,782.0322876,-3.734022628,0
285627.6094,2539368.053,2,0.795102119,13,1.007104635,-4,90,9.338793125,0.000842522,2951.256592,391.0161438,391.0161438,1.257275756,0
283228.1017,2539330.727,2,0.678445399,9,6.296025276,-5,252.9359436,2.204181423,0.00092954,2915.88623,391.0161438,391.0161438,-2.204181423,0
291530.8594,2540260.572,2,0.797549546,11,5.517976761,0,326.9113464,3.030160994,0.000901448,3150.821289,1236.501587,0,-1.643918386,0
270587.7979,2543445.699,2,0.627756119,15,3.541723728,-3,238.4606628,2.782177049,0.000712867,2636.093262,782.0322876,391.0161438,-2.782177049,0
287148.5101,2531162.011,2,0.64124018,7,2.21557641,4,65.2654953,3.251957316,0.000943676,3113.789063,1236.501587,391.0161438,-3.251957316,0
272477.9724,2549045.219,7,0.674165964,17,3.431756258,-8,35.92052078,2.813791239,0.000962031,2631.677002,0,782.0322876,-2.813791239,0
285639.6299,2558373.575,2,0.70920217,12,1.369881988,2,312.6042175,3.732893712,0.000761808,2680.095459,0,782.0322876,-3.732893712,0
274139.1988,2552349.059,2,0.803400218,16,4.130401611,-12,77.04632568,2.62797947,0.000872914,2607.228027,0,552.9803467,-2.62797947,0
274171.3924,2557105.778,5,0.519022286,13,2.956935167,-12,199.92099,2.962991717,0.000321273,2521.263184,3604.990723,552.9803467,-2.962991717,0
268219.9071,2550566.085,2,0.681415915,8,3.542944908,-2,238.4728088,4.168125847,0.000478558,2615.401855,782.0322876,552.9803467,-1.395658246,0
272091.5937,2533334.2,5,0.64408493,4,3.156364202,3,72.92935944,7.482580009,0.000905811,2671.906006,1105.960693,0,1.687175475,0
291943.5455,2536749.036,2,0.732080221,6,7.378860474,22,0,2.043980473,0.00088883,3263.344482,0,874.3386841,-2.043980473,0
261530.5495,2549637.818,2,0.730407238,15,0.927409947,-10,0,4.122881649,0.000365581,2573.271729,782.0322876,0,-4.122881649,0
289149.6041,2519704.842,2,0.733664215,3,1.36797452,6,132.6777496,4.427434242,0.001275999,3257.403076,1105.960693,391.0161438,-3.041349194,1
268967.6838,2546524.819,2,0.804795623,13,3.838622808,-2,15.19561958,2.701466529,0.000827555,2632.808838,0,0,-2.701466529,0
286423.7353,2517954.387,2,0.795185149,6,2.010728359,3,90,3.349034504,0.001268372,3143.846924,1993.79895,391.0161438,-3.349034504,0
283806.1222,2532589.535,2,0.720439851,12,1.00664866,-7,270,4.734075636,0.001116022,2971.935059,874.3386841,0,-3.348065711,0
271873.3642,2532891.095,5,0.537781715,4,4.125326157,-1,102.9699402,2.629213123,0.000826885,2675.321045,1105.960693,552.9803467,-2.629213123,0
266015.2374,2545629.436,2,0.65844059,9,2.217300653,3,245.2860413,3.944325987,0.000820167,2602.487061,391.0161438,391.0161438,-2.558160738,0
280119.0124,2528930.72,2,0.538247406,4,2.109498024,4,208.484024,6.245492489,0.001201823,2914.881592,0,782.0322876,-0.356871691,0
275877.3574,2557612.133,2,0.768074334,12,1.369837523,2,312.6059265,3.73292617,0.000546794,2550.902832,2279.996338,552.9803467,-3.73292617,1
279153.0844,2559146.45,2,0.719017565,10,4.103504658,18,132.6028442,2.634534342,0.000567996,2604.295166,1409.828735,391.0161438,-2.634534342,0
282490.0968,2538823.56,5,0.620858371,4,5.460089207,12,47.3583107,2.347623651,0.000945339,2906.869629,0,782.0322876,-2.347623651,1
271013.6771,2533682.091,5,0.653306127,9,3.156428814,-6,72.92971802,7.874325765,0.000741922,2668.32373,0,0,2.07896165,0
284948.2445,2533327.438,2,0.778444707,6,3.017605782,5,90,2.942648349,0.001080972,3006.266846,1564.064575,782.0322876,-2.942648349,0
287324.1286,2513808.144,5,0.469046444,8,0.927409947,-12,180,4.122881649,0.000785323,3175.700684,1173.048462,0,-4.122881649,0
281037.2336,2520710.648,7,0.121032298,8,2.109237194,-10,151.5290527,6.296909515,0.000605168,2977.676025,391.0161438,391.0161438,-0.305702874,0
276721.332,2522980.924,5,0.658282816,5,3.838214159,3,344.8269348,2.701573295,0.001094318,2950.818115,391.0161438,0,-2.701573295,0
278366.6305,2511730.326,1,-0.286354721,7,2.21321702,2,294.7626648,8.048814125,0.000526561,2835.936035,4772.960449,782.0322876,1.542510387,0
283972.4847,2548818.885,2,0.718888521,14,3.159381628,-4,72.94618988,2.896655241,0.00087712,2829.944092,1409.828735,391.0161438,-2.896655241,0
264329.6186,2550503.686,5,0.54861331,6,1.854334116,-1,180,7.143615307,0.000547341,2573.271729,1409.828735,391.0161438,0.283227533,0
270228.9551,2548242.304,2,0.807888806,16,3.020564318,0,270,2.941666774,0.000648069,2638.641846,0,782.0322876,-2.941666774,0
280717.8624,2545914.212,2,0.711293995,16,2.736955881,-14,312.6282043,3.040410467,0.00065246,2785.38916,2279.996338,552.9803467,-3.040410467,0
286902.0718,2539740.318,2,0.639833391,11,2.216620922,4,245.2779388,3.251485638,0.000860026,2963.079346,1105.960693,782.0322876,-3.251485638,0
285704.7624,2508255.816,5,0.42091015,5,4.119005203,-1,282.9902649,4.017045982,0.000565658,3191.76416,391.0161438,782.0322876,-1.244561396,0
285705.5793,2529340.018,5,0.495401949,8,3.155639887,-6,107.0746918,2.897842457,0.000827226,3078.331543,2473.003174,391.0161438,-2.897842457,1
276252.1974,2515893.812,1,-0.07324405,5,1.005526662,0,270,4.73519044,0.000581395,2761.73291,4692.193848,0,-3.349180832,0
271754.2527,2553671.895,2,0.699128389,12,3.432118654,1,144.071106,2.813685408,0.000433595,2599.361572,0,0,-2.813685408,0
287013.6643,2525312.525,2,0.683783412,12,1.368247271,-6,312.6672058,3.734087706,0.000839665,3170.084473,782.0322876,391.0161438,-3.734087706,0
279312.8291,2524532.23,5,0.537553489,3,2.011587858,10,90,11.01389163,0.001029797,2977.314209,391.0161438,782.0322876,4.316393271,0
284223.4955,2553505.952,2,0.658556938,9,3.160285473,-10,252.9512329,4.975810212,0.001057682,2759.650635,552.9803467,0,-0.817085588,0
282966.9626,2520773.528,5,0.531710088,5,2.734487534,-2,47.32411194,4.139926205,0.000883276,3034.913818,1748.677368,0,-1.942841189,1
281243.3997,2536946.494,2,0.501515329,9,5.517604351,-6,326.9172974,2.337081718,0.000882193,2900.619141,782.0322876,0,-2.337081718,0
270475.0272,2550933.505,2,0.826776683,17,1.007867455,0,270,4.732866061,0.000575568,2617.625244,0,552.9803467,-3.346855793,0
284339.6387,2529064.131,5,0.53209132,9,3.539305449,-14,121.5634308,2.782861711,0.001113424,3033.911377,3152.4729,552.9803467,-2.782861711,0
288348.4002,2506506.367,5,0.612527072,4,2.108791351,6,28.44857979,3.301388773,0.000660022,3257.543457,391.0161438,0,-3.301388773,0
269177.1681,2549103.047,2,0.653187811,14,1.369408727,6,312.6224365,3.733239234,0.000641028,2627.155518,0,782.0322876,-3.733239234,0
270189.047,2551819.012,2,0.776021063,13,2.737526417,0,227.3828125,3.733348939,0.000452311,2610.679932,0,874.3386841,-2.347159131,0
272454.0824,2536636.262,5,0.578931212,11,3.157006979,-2,287.0670471,3.996020819,0.000912626,2640.675781,391.0161438,782.0322876,-1.798917096,1
289167.2023,2533142.292,2,0.737968206,7,1.368632793,0,312.6523438,4.426953173,0.001030679,3161.330811,0,391.0161438,-3.040868024,0
278924.087,2514311.526,1,-0.344691753,12,2.109032631,-5,208.4606934,3.301274292,0.000780217,2843.9729,2503.724854,874.3386841,-3.301274292,0
290460.7672,2512990.898,2,0.758498192,5,1.005347133,-2,270,4.042221753,0.000903696,3273.001465,782.0322876,391.0161438,-4.042221753,0
274582.0305,2526702.351,5,0.577942729,6,0,5,0,13.12236338,0.000806416,2950.818115,874.3386841,0,-11.51292546,1
263755.0213,2551653.149,5,0.554176509,7,0.927409947,6,180,4.122881649,0.000435248,2573.271729,0,552.9803467,-4.122881649,0
265733.4684,2535158.556,11,0.75507772,3,1.854334116,6,0,3.43004324,0.000290155,2671.844971,1658.94104,1173.048462,-3.43004324,0
289100.4852,2506640.275,2,0.80111289,10,4.118618965,5,77.00849152,2.630845705,0.000728443,3281.930176,391.0161438,391.0161438,-2.630845705,0
285135.3296,2551056.966,4,0.574974239,7,2.218001604,-2,294.7056274,3.250862494,0.001020406,2826.438965,1748.677368,0,-3.250862494,1
284923.8789,2551764.006,2,0.614023983,11,4.130296707,-7,282.95401,2.628004953,0.000953527,2811.469971,1409.828735,0,-2.628004953,0
281934.5978,2540206.228,2,0.623953998,6,2.736393452,6,227.3609467,3.040616252,0.001036598,2870.913574,391.0161438,391.0161438,-3.040616252,0
263040.8329,2542852.847,5,0.651697159,0,0,8,0,13.12236338,0.000719074,2592.037842,782.0322876,391.0161438,-11.51292546,1
278441.9053,2510122.12,1,-0.275438786,7,0.927409947,-5,0,4.816028829,0.0004529,2837.604492,6120.370605,552.9803467,-3.4300432,0
294657.7606,2501305.998,5,0.492110521,5,0,-2,0,12.89921983,0.000787179,3336.265625,0,391.0161438,-11.51292546,1
283631.192,2507395.068,1,-0.227289721,7,3.535634041,-1,238.3999176,2.783902047,0.000274049,3173.388916,1173.048462,0,-2.783902047,0
286264.7026,2528725.241,5,0.527764261,9,0.927409947,-10,180,4.816028829,0.000819231,3104.687012,1748.677368,0,-3.4300432,1
276598.9091,2554809.152,2,0.679390371,14,1.369697928,4,132.6112976,3.733028077,0.000639499,2613.220947,2503.724854,782.0322876,-3.733028077,0
285145.0441,2531444.039,5,0.618636608,7,2.012519836,-5,90,3.348143463,0.001148982,3034.41333,2503.724854,0,-3.348143463,0
278165.4337,2521052.092,2,0.753325045,5,1.854334116,2,0,3.43004324,0.000739203,2912.340088,391.0161438,0,-3.43004324,0
282584.2503,2538284.856,2,0.736086011,10,4.213887215,4,331.5010376,2.607900406,0.001030705,2917.030273,391.0161438,782.0322876,-2.607900406,0
279154.7284,2512546.371,1,-0.281198919,6,2.108978271,-4,151.542038,3.301300083,0.000612731,2854.402588,3688.838867,391.0161438,-3.301300083,0
282763.4883,2531722.122,7,0.380125523,8,4.125062943,1,102.970787,3.727889431,0.000923275,2931.667969,1409.828735,391.0161438,-1.530757283,0
273560.1345,2523249.232,1,-0.392342806,9,4.422595501,3,294.7462158,5.926677962,0.000716615,2950.818115,1564.064575,874.3386841,0.80778887,0
273787.0699,2518777.968,1,-0.089406595,3,1.367917418,16,227.3200378,5.526088272,0.000365403,2664.351807,4025.757568,782.0322876,-1.942918227,0
282705.2153,2532317.894,7,0.715904176,8,1.006628036,-1,270,4.734096116,0.000884602,2922.554932,782.0322876,0,-3.348086197,0
282788.3835,2554484.392,7,0.729004562,10,0,0,0,12.20607265,0.001062577,2712.491699,391.0161438,391.0161438,-11.51292546,0
285745.6038,2507105.961,2,0.77186954,13,2.108808756,-5,28.44945335,3.301380515,0.000542602,3217.113525,391.0161438,1173.048462,-3.301380515,0
294004.5227,2507527.22,2,0.624465942,9,2.733211994,-2,312.700592,3.0417811,0.000936676,3344.782227,0,874.3386841,-3.0417811,0
274314.5664,2523374.727,5,0.331818193,4,2.956164122,3,19.8796463,10.74313804,0.00077684,2950.818115,1564.064575,782.0322876,4.816438647,1
282257.3471,2531079.732,5,0.456535161,5,1.368528247,-4,47.34363174,6.441932581,0.000949167,2927.425781,1236.501587,0,-1.026222774,0
269643.2674,2530750.779,5,0.527551115,0,0,0,0,,,2680.232422,,,,1
271981.2172,2533228,5,0.585057497,8,0.927409947,-10,0,4.122881649,0.000905811,2672.592773,1105.960693,0,-4.122881649,1
285441.4872,2522517.032,5,0.531826675,5,1.368110061,7,227.3274841,3.734187989,0.001379846,3151.214355,1236.501587,391.0161438,-3.734187989,1
290873.9932,2538289.771,7,0.519059181,10,4.213896751,-5,331.5007935,2.607898135,0.000864249,3171.749512,0,552.9803467,-2.607898135,0
290772.2858,2512621.368,5,0.417771727,8,2.733704805,-1,47.30896378,9.947353852,0.000971562,3281.428223,552.9803467,391.0161438,3.863943502,0
288001.3487,2557169.238,7,0.581941724,15,1.008306861,-11,90,4.039283158,0.000816434,2751.814697,391.0161438,391.0161438,-4.039283158,0
278594.1851,2555959.344,5,0.600024581,3,0.927409947,18,180,4.122881649,0.000701963,2628.293213,1658.94104,391.0161438,-4.122881649,1
278189.6267,2528758.955,5,0.591083467,3,2.215270519,-4,294.7381592,3.252095491,0.000960983,2793.089111,391.0161438,782.0322876,-3.252095491,0
268931.0716,2549620.895,2,0.661932349,17,4.102058887,-4,227.3785095,2.634887888,0.000598102,2623.349365,391.0161438,1105.960693,-2.634887888,0
281999.6613,2516995.248,5,0.368154079,4,0.927409947,-2,180,6.068791798,0.000588078,2944.979492,1105.960693,782.0322876,-2.177500813,0
293027.4331,2542004.848,4,0.618201077,5,0,4,0,15.40474576,0.001065411,3139.107666,782.0322876,552.9803467,-11.51292546,1
292872.3937,2510944.905,5,0.530679584,4,1.854334116,2,0,4.12319042,0.001346403,3336.348389,552.9803467,0,-2.737050461,0
273915.8422,2536046.565,11,0.624003351,6,1.368766189,3,132.6471863,4.832320824,0.000884479,2653.958008,1658.94104,0,-2.635375178,0
287188.6734,2508498.6,2,0.727857709,6,0,1,0,11.51292546,0.000639072,3214.03418,1564.064575,0,-11.51292546,0
289982.5626,2513161.029,2,0.772630453,5,1.3676548,1,132.6901093,4.427667978,0.000930182,3260.101318,1236.501587,874.3386841,-3.041582978,0
271128.1182,2529929.436,5,0.516382396,7,2.109525442,-4,331.5146179,3.301040504,0.000391586,2680.232422,1105.960693,391.0161438,-3.301040504,0
283010.0706,2513479.237,5,0.579747558,6,3.838051081,-5,164.8359375,6.572816916,0.00077773,2988.593018,1236.501587,874.3386841,1.169439162,0
289308.2796,2543941.075,2,0.689889908,9,1.007415056,12,90,5.138779976,0.000722749,3008.831787,874.3386841,391.0161438,-2.941934376,0
276203.5286,2528754.176,5,0.520385563,5,2.109490156,-2,208.4836273,5.698952515,0.001063921,2731.533691,874.3386841,0,-0.903408739,0
280231.1947,2519518.642,2,0.800985515,10,2.956080198,6,19.87513161,2.963281357,0.000679856,2929.648193,391.0161438,552.9803467,-2.963281357,0
280304.8409,2541325.425,2,0.813149869,12,3.157922983,-10,252.9380646,2.897117887,0.001056607,2808.855957,0,391.0161438,-2.897117887,0
277001.8543,2513865.442,1,-0.254607588,6,4.120419979,-9,282.9857178,4.576317215,0.000515764,2802.762207,4559.992676,0,-0.68461589,0
275797.383,2534069.299,11,0.689146817,10,2.10965991,-1,151.5078735,4.910414635,0.000764028,2717.952637,2473.003174,0,-1.691755947,0
282060.7572,2521383.901,5,0.58620429,7,0.927409947,4,180,4.122881649,0.000756205,3016.020996,1105.960693,391.0161438,-4.122881649,1
265491.1531,2545795.481,2,0.714723527,9,1.369242311,1,132.62883,3.733360761,0.000815383,2596.717529,391.0161438,552.9803467,-3.733360761,0
285231.5722,2545963.612,4,0.714114487,10,6.093547344,-1,261.2783508,5.328165087,0.000741008,2892.221436,1748.677368,391.0161438,0.85383041,1
277289.2928,2555041.394,2,0.741819918,14,2.218477488,-2,294.6999512,3.250647803,0.000688842,2623.384033,2211.921387,874.3386841,-3.250647803,0
278789.0865,2555458.707,2,0.637982905,4,1.854334116,19,180,3.43004324,0.000734215,2646.539063,1105.960693,874.3386841,-3.43004324,0
290389.9021,2513329.154,5,0.545894682,6,1.854334116,0,180,5.221802709,0.000915751,3271.279785,874.3386841,552.9803467,-1.63854112,0
260696.7237,2548492.749,5,0.603284657,8,4.734888554,0,167.7393188,3.184015174,0.000275319,2573.271729,0,874.3386841,-1.797781173,0
281233.6179,2543493.274,2,0.795600057,13,3.541760683,0,58.46102905,2.78216659,0.000909352,2810.612793,391.0161438,0,-2.78216659,0
276692.8953,2513547.076,1,-0.154686078,4,0,0,0,12.20607265,0.000515764,2802.327881,4559.992676,0,-11.51292546,0
284754.317,2520493.965,5,0.583058953,6,2.109231234,4,208.4706421,3.301180069,0.001061413,3104.900391,2211.921387,391.0161438,-3.301180069,1
285774.0443,2531663.794,2,0.666199148,7,0.927409947,2,180,4.122881649,0.001055054,3057.420654,2473.003174,391.0161438,-4.122881649,0
269227.3145,2542017.925,2,0.779965878,10,1.369058013,-16,227.3640594,3.733495363,0.000879903,2631.938721,874.3386841,391.0161438,-3.733495363,0
286770.7362,2545033.461,2,0.568022728,14,3.838601828,0,164.805542,2.70147201,0.00056213,2931.957031,1564.064575,782.0322876,-2.70147201,0
276283.139,2543838.75,2,0.794476509,15,1.854334116,-5,0,3.43004324,0.000670339,2686.29834,1105.960693,391.0161438,-3.43004324,0
278352.5886,2523157.199,5,0.525855899,5,1.006011605,8,90,11.73413092,0.000845543,2956.989014,391.0161438,0,3.650439322,0
275333.5298,2515743.456,1,-0.212638855,6,0,-6,0,11.51292546,0.000523488,2739.736816,5446.224609,391.0161438,-11.51292546,0
275018.1864,2533992.549,5,0.586200655,5,1.854334116,5,0,7.60443051,0.000713163,2695.901123,3224.401855,391.0161438,0.744039955,0
270816.4589,2534757.761,5,0.588917494,4,1.854334116,5,0,4.12319042,0.000809828,2658.240479,0,0,-2.737050461,1
283639.3998,2545622.122,2,0.555122495,10,3.158764362,14,287.057251,2.896850996,0.000779889,2856.536865,2346.096924,552.9803467,-2.896850996,0
267988.0011,2544218.117,7,0.535140395,5,1.00741303,7,90,4.040169698,0.000742792,2626.052734,1955.080688,391.0161438,-4.040169698,0
276534.8107,2532341.597,5,0.625916541,3,3.838376522,4,15.18202972,4.310968786,0.000921365,2738.396484,1993.79895,0,-1.092212189,1
286337.1404,2521052.889,5,0.129354104,6,2.0111413,-8,270,4.735123407,0.001358311,3179.155273,1105.960693,0,-1.962748228,0
274132.0815,2550218.275,2,0.737779319,14,2.780288458,-10,180,3.024681056,0.000739237,2626.349121,391.0161438,391.0161438,-3.024681056,0
265436.565,2537489.161,5,0.581062496,6,1.006955981,-3,90,4.040623321,0.000554268,2672.09082,1173.048462,391.0161438,-4.040623321,1
268271.4421,2536078.612,5,0.645565867,5,1.368763089,7,47.35269165,4.42685798,0.000689154,2652.169922,0,391.0161438,-3.040772811,0
275433.8952,2528398.392,2,0.74506259,10,2.956279039,-4,19.88581467,2.963213987,0.000944715,2709.719482,391.0161438,782.0322876,-2.963213987,0
292151.8867,2535908.875,2,0.380269021,14,5.106060505,-3,100.4375687,2.415034658,0.001037559,3271.845215,391.0161438,874.3386841,-2.415034658,0
286571.4801,2516364.197,5,0.499339104,5,2.213787079,-10,294.7558594,4.639060214,0.001200048,3142.575684,1993.79895,0,-1.866665474,0
269192.5938,2542973.684,2,0.805509388,14,4.023110867,-6,270,2.654383995,0.000766891,2633.148438,1105.960693,874.3386841,-2.654383995,0
280034.1514,2523909.633,5,0.56407702,4,2.214685678,6,294.7451477,5.044119194,0.000839722,2990.784424,391.0161438,782.0322876,-1.460815706,0
283220.0152,2545308.355,2,0.636417806,15,2.110022545,-1,151.4897156,3.993951917,0.000853512,2846.693359,1955.080688,391.0161438,-2.607793237,0
273431.6762,2542883.565,2,0.792206645,14,2.780288458,3,180,3.024681056,0.000631657,2634.978516,0,391.0161438,-3.024681056,0
278881.4474,2511307.453,1,-0.296570837,5,4.096457005,-5,312.6938782,7.480446019,0.000606541,2851.199463,4899.418457,874.3386841,2.207789635,0
269493.0947,2543719.48,2,0.403668553,13,0.927409947,-6,0,4.122881649,0.000730389,2635.092285,1236.501587,874.3386841,-4.122881649,0
292653.1734,2515625.653,5,0.714647293,6,2.213709116,-7,294.7568054,4.351413385,0.000798393,3321.657959,2737.113037,0,-2.15436124,1
277475.1146,2514964.24,1,-0.153069466,5,2.733914375,-6,132.6869812,4.427818177,0.000771129,2798.522705,3340.843506,782.0322876,-1.655386496,0
285831.5155,2518693.82,5,0.515191019,5,1.854334116,4,0,3.43004324,0.001215712,3127.620361,2346.096924,0,-3.43004324,0
285842.0551,2537683.856,4,0.645010054,6,2.109778881,10,208.4980774,5.246830444,0.000842092,2970.640137,552.9803467,391.0161438,-1.355242781,0
268914.7788,2531866.068,5,0.503991127,0,0,0,0,,,2680.232422,,,,1
283393.9072,2552782.399,2,0.622745156,8,5.637259007,3,169.7320099,2.315493616,0.001135602,2756.50708,1658.94104,391.0161438,-2.315493616,0
283354.9504,2550249.929,2,0.730015159,8,2.015041113,10,270,4.040037957,0.000942075,2793.832764,552.9803467,874.3386841,-2.653885677,0
281248.4395,2528466.723,2,0.809056997,4,2.109483242,7,151.5167236,4.910498434,0.001320543,2970.891602,0,0,-1.691839764,1
271175.7203,2552881.992,2,0.673710525,12,5.027579784,-3,270,2.430603408,0.000490533,2601.746582,0,391.0161438,-2.430603408,0
263974.1846,2539188.545,5,0.695896447,0,6.020792484,6,90,2.249222963,0.000494894,2653.266846,1955.080688,391.0161438,-2.249222963,1
289779.6913,2517129.797,2,0.846460521,3,0,10,0,12.61153775,0.001006572,3254.092529,1658.94104,0,-11.51292546,0
264360.6617,2541660.774,2,0.679122448,5,0.927409947,4,180,5.221493938,0.000921472,2620.3479,391.0161438,552.9803467,-3.024681024,0
292331.1528,2534606.007,2,0.783503592,10,4.213663578,0,208.4933624,3.706565952,0.001076452,3277.418945,391.0161438,0,-1.509431854,1
267263.784,2540774.8,2,0.710983932,11,2.10986948,4,331.4973755,3.300877326,0.000922857,2637.184082,874.3386841,391.0161438,-3.300877326,0
286474.0865,2553842.463,4,0.777342975,5,1.369656563,11,47.38711548,4.831670566,0.000965309,2805.086426,874.3386841,391.0161438,-2.634724739,1
289735.9829,2509836.751,2,0.75197345,14,4.769999504,-17,39.10670853,2.483446879,0.000824527,3274.948975,2279.996338,552.9803467,-2.483446879,0
280045.1974,2543281.333,2,0.75302887,8,0.927409947,8,0,5.221493938,0.000872692,2781.926514,782.0322876,0,-3.024681024,0
290908.7043,2537617.405,5,0.645417988,7,2.109779835,6,151.5018616,5.380361385,0.000846507,3188.556396,0,0,-1.221715783,1
295639.7109,2498657.662,1,-0.109999388,4,0.927409947,4,0,6.068791798,0.000485958,3303.660645,0,391.0161438,-2.177500813,1
290461.502,2506753.386,2,0.779563069,17,3.012331724,-21,90,2.944400541,0.000761336,3324.883057,0,0,-2.944400541,0
293398.9231,2539548.684,2,0.694755971,10,2.736344814,-4,47.36001205,3.04063405,0.00090854,3224.026367,391.0161438,874.3386841,-3.04063405,0
275168.5749,2520391.791,1,-0.304846942,9,0.927409947,-4,0,4.122881649,0.000596804,2773.957275,1993.79895,391.0161438,-4.122881649,0
286832.2688,2524543.255,5,0.599312663,7,0,-7,0,13.71015004,0.001115819,3176.839844,1173.048462,0,-11.51292546,0
273115.5664,2522823.19,1,-0.30375132,10,2.956152439,-13,160.1209869,10.75931485,0.000516841,2638.083984,2346.096924,552.9803467,4.832607546,0
273453.397,2530410.512,5,0.588860452,3,3.016989708,12,90,2.942852869,0.000840015,2681.200439,391.0161438,0,-2.942852869,1
286093.9745,2531124.553,5,0.600552678,6,3.539656639,1,238.4400635,2.782762253,0.000986479,3074.197266,1993.79895,391.0161438,-2.782762253,0
280174.175,2520418.314,2,0.583093882,8,1.36800313,0,312.6766357,3.734266148,0.000646695,2948.112793,0,391.0161438,-3.734266148,0
287787.0065,2526482.364,5,0.649934769,5,2.215009451,2,245.258728,6.024802157,0.000908796,3186.150635,552.9803467,391.0161438,-0.479867062,0
277401.8065,2542013.711,2,0.692716897,6,5.043142796,-4,336.5173035,3.813791404,0.000745149,2718.975586,0,0,-1.041287664,1
274436.914,2533452.551,5,0.493341953,4,4.125470161,5,102.9694824,2.6291781,0.000738755,2685.159912,2764.901611,0,-2.6291781,1
277602.5639,2547286.308,2,0.741716087,8,3.159066916,11,287.0555725,7.396564712,0.000579575,2714.968262,391.0161438,0,1.602875472,0
284922.3949,2542135.476,2,0.676075161,10,2.109921694,12,331.494751,3.993999744,0.000851953,2909.725098,1105.960693,874.3386841,-2.607841071,0
275576.0207,2522866.29,5,0.551575899,6,2.956154346,-1,340.1208801,2.963256234,0.001100726,2947.598877,782.0322876,552.9803467,-2.963256234,1
260899.5656,2542927.3,5,0.601334035,4,3.541612864,7,58.45955658,2.782208427,0.000463687,2568.88208,3128.12915,552.9803467,-2.782208427,1
260558.8586,2545929.52,1,0.53268224,5,0.927409947,0,180,6.068791798,0.000245071,2560.714844,1612.200928,1173.048462,-2.177500813,0
281013.3496,2551109.821,2,0.769597352,11,4.102309704,-1,132.6182404,2.634826545,0.000773873,2762.289307,1105.960693,552.9803467,-2.634826545,1
278501.9701,2543709.034,2,0.749827921,11,5.637149811,-3,349.7381897,2.31551311,0.000841716,2737.13623,0,391.0161438,-2.31551311,0
292571.0758,2542153.778,2,0.677617311,10,3.431232691,-2,35.90842056,2.813944156,0.001061842,3127.877197,1173.048462,391.0161438,-2.813944156,1
273603.9329,2529291.722,5,0.611608863,8,5.347995281,-22,290.233551,2.368488325,0.000800805,2681.260986,391.0161438,0,-2.368488325,1
280103.5161,2557740.501,2,0.392123789,8,3.161096096,-3,252.9557495,4.282406086,0.000608813,2619.293945,782.0322876,0,-1.50995315,0
262084.9438,2545307.345,2,0.665989459,6,0,5,0,13.30468493,0.000622982,2576.254883,1236.501587,552.9803467,-11.51292546,0
